NO_OF_FRAMES	921
3199	6.39600	14.025	-2.143	0.866
3200	6.39800	6.428	-0.630	0.514
3201	6.40000	-1.726	1.005	1.367
3202	6.40200	-11.540	-1.092	0.863
3203	6.40400	-9.781	0.726	-0.491
3204	6.40600	-1.841	4.665	0.285
3205	6.40800	-3.699	4.371	1.022
3206	6.41000	-2.669	3.406	1.484
3207	6.41200	5.782	3.408	1.238
3208	6.41400	1.758	3.590	0.899
3209	6.41600	3.305	4.889	1.665
3210	6.41800	13.631	5.282	1.156
3211	6.42000	15.013	-2.138	0.213
3212	6.42200	15.800	-3.650	0.765
3213	6.42400	17.085	-2.319	-0.596
3214	6.42600	19.821	-6.801	-2.038
3215	6.42800	30.319	-6.946	-0.196
3216	6.43000	30.561	-5.203	1.180
3217	6.43200	24.000	-6.872	-0.151
3218	6.43400	31.155	-5.959	-0.061
3219	6.43600	33.736	-2.390	1.352
3220	6.43800	35.073	-1.931	1.156
3221	6.44000	41.402	1.021	0.955
3222	6.44200	33.466	4.704	1.443
3223	6.44400	24.418	3.672	0.318
3224	6.44600	29.857	5.450	0.058
3225	6.44800	32.047	6.528	0.657
3226	6.45000	26.846	2.113	0.011
3227	6.45200	29.288	-0.275	-0.182
3228	6.45400	29.491	-1.586	-0.502
3229	6.45600	21.185	-2.663	-0.662
3230	6.45800	23.148	-2.149	0.137
3231	6.46000	34.998	-2.658	0.787
3232	6.46200	36.902	-1.722	0.928
3233	6.46400	31.228	0.311	0.850
3234	6.46600	30.684	-0.783	0.406
3235	6.46800	30.619	-1.000	-0.465
3236	6.47000	32.922	0.343	0.154
3237	6.47200	37.639	3.050	2.641
3238	6.47400	33.976	2.046	3.997
3239	6.47600	23.944	-3.824	1.828
3240	6.47800	18.689	-5.721	0.244
3241	6.48000	24.005	-3.466	0.188
3242	6.48200	30.225	0.888	0.073
3243	6.48400	30.911	-0.440	-0.359
3244	6.48600	26.781	-4.035	-1.955
3245	6.48800	16.523	-1.838	-1.637
3246	6.49000	9.630	1.473	-0.253
3247	6.49200	13.952	3.870	0.061
3248	6.49400	23.783	2.728	-0.413
3249	6.49600	19.782	0.889	0.522
3250	6.49800	13.761	0.585	1.734
3251	6.50000	22.245	0.357	2.127
3252	6.50200	34.241	0.172	2.065
3253	6.50400	37.600	1.947	1.825
3254	6.50600	29.318	2.219	2.239
3255	6.50800	25.204	-0.183	2.849
3256	6.51000	26.594	-1.478	1.736
3257	6.51200	27.498	-2.304	-0.549
3258	6.51400	27.765	-2.128	-0.803
3259	6.51600	25.753	-1.699	-0.183
3260	6.51800	19.542	-1.768	-0.733
3261	6.52000	19.055	-2.556	-2.151
3262	6.52200	21.971	-0.785	-3.095
3263	6.52400	19.601	2.135	-1.107
3264	6.52600	18.716	2.908	2.375
3265	6.52800	14.891	3.048	2.784
3266	6.53000	11.293	3.850	1.777
3267	6.53200	13.285	4.526	1.920
3268	6.53400	14.042	4.491	2.322
3269	6.53600	15.106	3.631	1.984
3270	6.53800	16.877	0.771	0.434
3271	6.54000	15.062	-0.214	-1.297
3272	6.54200	15.385	1.351	-1.231
3273	6.54400	22.388	-0.791	-0.037
3274	6.54600	24.796	-4.244	-0.027
3275	6.54800	18.885	-5.725	-0.653
3276	6.55000	13.424	-4.809	-0.015
3277	6.55200	14.106	-2.228	1.197
3278	6.55400	17.975	-0.852	0.939
3279	6.55600	15.973	0.118	0.889
3280	6.55800	10.951	3.096	2.105
3281	6.56000	7.748	4.343	1.924
3282	6.56200	5.773	3.302	0.172
3283	6.56400	1.470	3.992	-0.591
3284	6.56600	-0.348	4.829	0.088
3285	6.56800	2.538	3.160	1.334
3286	6.57000	4.578	0.409	1.357
3287	6.57200	3.945	-1.024	-0.080
3288	6.57400	3.388	-2.816	-0.611
3289	6.57600	7.629	-2.360	-0.155
3290	6.57800	16.740	-1.514	1.176
3291	6.58000	18.434	-3.310	0.866
3292	6.58200	11.487	-4.406	0.383
3293	6.58400	11.227	-3.768	1.689
3294	6.58600	14.580	-1.312	2.210
3295	6.58800	16.817	0.206	1.892
3296	6.59000	15.514	-0.439	1.570
3297	6.59200	9.379	0.535	0.001
3298	6.59400	8.093	0.565	-0.787
3299	6.59600	4.233	-0.298	0.726
3300	6.59800	0.667	-1.297	1.131
3301	6.60000	2.030	-2.047	1.011
3302	6.60200	-1.471	-2.532	-0.084
3303	6.60400	-5.572	-3.566	-0.328
3304	6.60600	-6.555	-3.628	1.011
3305	6.60800	-1.978	-2.751	0.450
3306	6.61000	5.618	-1.483	-0.404
3307	6.61200	9.344	-0.578	-0.149
3308	6.61400	8.290	0.505	1.228
3309	6.61600	7.380	-0.763	1.484
3310	6.61800	10.677	-3.534	0.434
3311	6.62000	15.850	-6.252	1.023
3312	6.62200	13.325	-6.498	2.907
3313	6.62400	6.733	-4.864	4.174
3314	6.62600	5.584	-5.004	1.909
3315	6.62800	6.322	-4.554	-1.146
3316	6.63000	4.965	-2.862	-0.488
3317	6.63200	0.313	-0.549	1.615
3318	6.63400	-1.788	1.355	1.196
3319	6.63600	3.055	0.427	-0.431
3320	6.63800	3.676	-0.003	-0.822
3321	6.64000	-2.313	0.858	0.532
3322	6.64200	-3.238	-0.437	1.501
3323	6.64400	2.404	-3.111	0.314
3324	6.64600	5.225	-4.322	-0.816
3325	6.64800	5.557	-3.747	-0.533
3326	6.65000	6.795	-3.840	0.508
3327	6.65200	8.823	-4.496	0.723
3328	6.65400	11.546	-3.883	-0.303
3329	6.65600	9.603	-2.720	-0.379
3330	6.65800	9.030	-1.067	0.582
3331	6.66000	12.245	-0.043	1.053
3332	6.66200	12.820	-1.615	1.738
3333	6.66400	9.574	-1.637	1.952
3334	6.66600	7.687	-0.259	0.438
3335	6.66800	8.760	-0.599	-0.165
3336	6.67000	7.957	-1.894	0.050
3337	6.67200	4.830	-2.081	0.032
3338	6.67400	1.639	-2.267	-0.523
3339	6.67600	1.289	-2.651	-1.961
3340	6.67800	3.267	-3.856	-1.795
3341	6.68000	1.407	-4.165	-0.385
3342	6.68200	0.637	-0.843	0.771
3343	6.68400	5.290	1.314	0.563
3344	6.68600	6.385	0.611	-0.881
3345	6.68800	4.105	0.335	-0.128
3346	6.69000	3.549	-0.129	1.469
3347	6.69200	8.431	-0.059	1.843
3348	6.69400	13.827	-0.697	3.171
3349	6.69600	13.856	-2.415	3.242
3350	6.69800	11.468	-2.870	1.277
3351	6.70000	10.532	-2.371	-0.043
3352	6.70200	10.029	-2.151	-0.585
3353	6.70400	9.481	-2.359	-0.186
3354	6.70600	8.895	-0.662	0.223
3355	6.70800	7.597	-0.241	-0.243
3356	6.71000	5.984	-1.936	-0.871
3357	6.71200	2.626	-2.867	-1.176
3358	6.71400	-0.816	-1.635	0.353
3359	6.71600	-4.182	-0.551	1.067
3360	6.71800	-5.868	0.033	0.927
3361	6.72000	-4.171	1.228	1.748
3362	6.72200	-1.816	2.499	1.781
3363	6.72400	1.354	2.994	1.151
3364	6.72600	6.420	1.523	-0.623
3365	6.72800	12.428	-0.384	-1.661
3366	6.73000	15.831	-1.231	-0.637
3367	6.73200	15.637	-1.768	0.341
3368	6.73400	14.626	-3.331	-0.478
3369	6.73600	13.139	-5.119	-1.223
3370	6.73800	10.206	-5.492	-0.010
3371	6.74000	5.703	-4.617	1.136
3372	6.74200	3.866	-2.923	0.409
3373	6.74400	1.498	-1.322	-0.163
3374	6.74600	-3.863	0.368	0.008
3375	6.74800	-9.847	1.994	0.236
3376	6.75000	-10.787	2.524	1.113
3377	6.75200	-4.880	3.417	1.436
3378	6.75400	2.286	3.017	1.231
3379	6.75600	4.878	1.110	1.310
3380	6.75800	3.174	-0.231	0.763
3381	6.76000	4.995	-2.400	0.082
3382	6.76200	9.271	-4.236	-0.440
3383	6.76400	8.949	-3.398	-1.280
3384	6.76600	8.273	-3.771	-1.792
3385	6.76800	10.270	-5.502	-1.031
3386	6.77000	9.394	-4.974	-0.027
3387	6.77200	5.002	-2.508	0.420
3388	6.77400	3.035	-0.889	0.652
3389	6.77600	4.914	-0.120	1.599
3390	6.77800	3.319	0.851	2.531
3391	6.78000	-0.300	1.373	1.755
3392	6.78200	0.021	1.503	0.640
3393	6.78400	4.384	0.380	0.593
3394	6.78600	6.423	-0.690	0.687
3395	6.78800	3.762	-0.747	0.145
3396	6.79000	2.523	-1.914	-0.925
3397	6.79200	1.366	-2.786	-1.869
3398	6.79400	-2.429	-3.285	-2.315
3399	6.79600	-2.148	-3.484	-2.193
3400	6.79800	0.232	-2.249	-0.597
3401	6.80000	4.889	-0.645	1.292
3402	6.80200	9.504	-0.628	1.315
3403	6.80400	11.220	-1.491	0.050
3404	6.80600	13.116	-0.528	-0.384
3405	6.80800	12.835	-0.527	-0.373
3406	6.81000	10.645	-0.757	0.733
3407	6.81200	6.398	-0.471	1.946
3408	6.81400	2.220	-0.713	1.319
3409	6.81600	1.841	-2.053	-0.239
3410	6.81800	3.474	-2.639	-0.611
3411	6.82000	5.847	-1.485	-0.522
3412	6.82200	3.853	-1.620	-1.753
3413	6.82400	0.435	-2.317	-1.894
3414	6.82600	-0.653	-2.739	-0.808
3415	6.82800	-1.263	-1.690	1.226
3416	6.83000	-1.442	-0.000	3.487
3417	6.83200	-1.444	-0.003	3.817
3418	6.83400	2.267	-1.861	2.270
3419	6.83600	6.159	-3.377	0.597
3420	6.83800	5.175	-3.038	-0.214
3421	6.84000	4.995	-1.628	-0.641
3422	6.84200	9.401	-1.272	0.375
3423	6.84400	11.828	-2.428	1.155
3424	6.84600	10.878	-3.220	0.279
3425	6.84800	9.612	-3.851	0.190
3426	6.85000	10.825	-3.299	0.384
3427	6.85200	10.066	-3.227	0.657
3428	6.85400	3.055	-3.636	1.160
3429	6.85600	-3.444	-2.781	0.297
3430	6.85800	-5.127	-2.540	0.263
3431	6.86000	-3.665	-1.878	1.494
3432	6.86200	-3.177	-1.429	1.403
3433	6.86400	-3.565	-1.792	0.279
3434	6.86600	0.450	-1.190	0.136
3435	6.86800	0.994	-1.001	1.230
3436	6.87000	-1.203	-2.116	1.830
3437	6.87200	0.789	-3.029	0.888
3438	6.87400	5.602	-2.805	0.966
3439	6.87600	11.362	-2.837	1.747
3440	6.87800	12.416	-2.771	1.403
3441	6.88000	13.352	-2.712	0.738
3442	6.88200	13.416	-2.851	-0.202
3443	6.88400	8.991	-3.412	-0.848
3444	6.88600	3.958	-4.624	-0.458
3445	6.88800	-1.483	-4.338	0.358
3446	6.89000	-3.474	-3.762	1.129
3447	6.89200	-3.526	-3.746	1.276
3448	6.89400	-2.577	-3.294	1.962
3449	6.89600	0.390	-1.720	3.195
3450	6.89800	1.307	0.225	2.120
3451	6.90000	0.731	0.626	-0.553
3452	6.90200	-1.502	-0.921	-2.374
3453	6.90400	-3.576	-2.503	-1.110
3454	6.90600	-2.008	-2.481	2.226
3455	6.90800	-0.607	-3.484	3.376
3456	6.91000	-0.780	-5.223	2.085
3457	6.91200	1.630	-6.106	0.099
3458	6.91400	5.859	-5.267	-0.106
3459	6.91600	6.914	-4.040	0.624
3460	6.91800	5.624	-4.043	0.181
3461	6.92000	5.780	-3.369	0.215
3462	6.92200	5.423	-2.489	0.949
3463	6.92400	4.778	-1.457	1.784
3464	6.92600	2.649	0.094	1.123
3465	6.92800	1.876	0.300	0.373
3466	6.93000	0.823	-1.980	-0.206
3467	6.93200	-3.207	-4.587	-0.902
3468	6.93400	-5.072	-2.737	-1.022
3469	6.93600	-5.689	1.528	-0.843
3470	6.93800	-4.832	2.984	0.214
3471	6.94000	-2.751	2.545	1.398
3472	6.94200	-2.304	2.649	1.717
3473	6.94400	-3.499	1.592	1.046
3474	6.94600	-3.540	0.158	0.644
3475	6.94800	-0.552	0.445	0.717
3476	6.95000	2.386	0.348	0.379
3477	6.95200	4.519	0.540	1.076
3478	6.95400	7.488	0.910	2.283
3479	6.95600	11.431	1.339	2.074
3480	6.95800	12.618	2.226	1.949
3481	6.96000	9.400	2.490	0.103
3482	6.96200	5.593	3.104	-1.847
3483	6.96400	1.078	2.378	-1.277
3484	6.96600	-2.872	1.977	-0.496
3485	6.96800	-6.192	3.086	-0.061
3486	6.97000	-6.956	2.270	-0.053
3487	6.97200	-5.392	0.878	0.629
3488	6.97400	-4.652	0.497	2.403
3489	6.97600	-4.492	-0.054	1.814
3490	6.97800	-7.146	0.137	0.512
3491	6.98000	-7.325	1.566	-0.168
3492	6.98200	-5.431	2.089	-0.202
3493	6.98400	-3.294	1.675	1.183
3494	6.98600	1.644	1.769	2.154
3495	6.98800	6.687	2.245	1.068
3496	6.99000	9.383	2.987	-0.481
3497	6.99200	8.753	3.561	-0.210
3498	6.99400	6.917	2.568	0.735
3499	6.99600	4.602	1.634	0.363
3500	6.99800	2.373	2.050	-0.420
3501	7.00000	0.967	2.104	0.654
3502	7.00200	0.035	2.034	1.529
3503	7.00400	-1.671	1.940	1.188
3504	7.00600	-3.102	1.126	0.707
3505	7.00800	-5.640	1.638	-0.363
3506	7.01000	-8.578	2.876	-1.483
3507	7.01200	-5.741	2.505	-1.626
3508	7.01400	-3.161	1.596	-0.903
3509	7.01600	-3.308	2.007	-0.369
3510	7.01800	-0.235	3.539	0.677
3511	7.02000	4.137	3.246	1.499
3512	7.02200	4.231	1.561	0.615
3513	7.02400	2.302	1.612	-0.542
3514	7.02600	1.396	1.411	-1.098
3515	7.02800	0.547	1.133	0.090
3516	7.03000	1.322	1.628	1.472
3517	7.03200	4.516	1.073	1.476
3518	7.03400	6.248	0.014	0.990
3519	7.03600	6.094	0.600	0.510
3520	7.03800	5.783	2.289	-0.129
3521	7.04000	1.724	2.623	-0.288
3522	7.04200	-1.045	2.712	-0.416
3523	7.04400	-2.581	2.984	-0.246
3524	7.04600	-3.235	2.324	-0.151
3525	7.04800	-0.994	1.550	-0.279
3526	7.05000	-0.164	0.338	0.490
3527	7.05200	-2.672	0.543	1.351
3528	7.05400	-4.493	2.880	0.802
3529	7.05600	-5.102	3.219	-1.100
3530	7.05800	-6.212	1.872	-1.878
3531	7.06000	-5.748	2.118	-1.587
3532	7.06200	-2.486	1.962	0.803
3533	7.06400	4.111	0.582	2.539
3534	7.06600	10.496	0.155	1.536
3535	7.06800	13.064	0.362	0.734
3536	7.07000	11.846	0.997	0.171
3537	7.07200	8.195	1.197	-0.119
3538	7.07400	5.344	0.412	-0.469
3539	7.07600	2.552	0.484	-0.663
3540	7.07800	-1.822	2.323	0.369
3541	7.08000	-2.458	2.521	0.998
3542	7.08200	-1.291	2.068	0.683
3543	7.08400	-1.421	2.546	-0.161
3544	7.08600	-3.279	2.932	-1.253
3545	7.08800	-6.397	2.580	-1.607
3546	7.09000	-8.878	0.463	-1.266
3547	7.09200	-7.770	-0.820	0.245
3548	7.09400	-2.666	-0.883	1.572
3549	7.09600	3.012	-0.480	0.943
3550	7.09800	5.896	-0.543	0.219
3551	7.10000	7.245	-1.205	0.206
3552	7.10200	7.497	0.448	0.496
3553	7.10400	4.839	2.582	0.378
3554	7.10600	1.927	1.701	0.057
3555	7.10800	-0.225	1.338	-0.014
3556	7.11000	-1.145	2.198	-0.173
3557	7.11200	-1.553	0.980	1.211
3558	7.11400	-2.801	0.318	1.964
3559	7.11600	-1.843	0.645	0.860
3560	7.11800	-0.668	0.540	-0.299
3561	7.12000	-3.917	-0.371	-0.749
3562	7.12200	-8.276	-0.945	-0.105
3563	7.12400	-7.093	-0.501	0.466
3564	7.12600	-2.914	-0.257	0.755
3565	7.12800	-0.784	0.521	0.959
3566	7.13000	1.392	1.953	0.370
3567	7.13200	2.325	3.157	-0.904
3568	7.13400	-1.057	3.959	-0.689
3569	7.13600	-4.133	4.483	-0.030
3570	7.13800	-5.871	3.012	-0.220
3571	7.14000	-8.868	1.417	0.292
3572	7.14200	-6.789	1.184	1.087
3573	7.14400	-2.248	0.340	1.689
3574	7.14600	0.150	0.013	1.408
3575	7.14800	1.935	0.875	0.394
3576	7.15000	2.890	0.659	-0.339
3577	7.15200	1.615	0.303	0.255
3578	7.15400	0.960	1.483	1.545
3579	7.15600	0.489	0.993	1.223
3580	7.15800	-2.471	0.253	0.042
3581	7.16000	-2.684	2.127	-0.569
3582	7.16200	-3.095	3.373	-0.650
3583	7.16400	-5.627	3.418	-1.416
3584	7.16600	-8.036	4.043	-1.529
3585	7.16800	-11.059	4.579	-0.197
3586	7.17000	-12.642	3.184	0.325
3587	7.17200	-12.398	1.022	0.388
3588	7.17400	-6.293	0.381	0.886
3589	7.17600	1.038	1.361	1.199
3590	7.17800	4.571	1.456	1.028
3591	7.18000	9.464	-0.031	1.174
3592	7.18200	11.796	0.828	-0.100
3593	7.18400	8.652	1.489	-1.571
3594	7.18600	3.102	0.896	-0.010
3595	7.18800	-0.918	0.660	1.694
3596	7.19000	-2.827	0.595	0.633
3597	7.19200	-4.183	2.225	-0.075
3598	7.19400	-6.629	3.807	-0.013
3599	7.19600	-8.381	3.927	-0.809
3600	7.19800	-9.184	4.103	-1.063
3601	7.20000	-8.585	5.536	-0.437
3602	7.20200	-6.192	6.373	0.656
3603	7.20400	-4.357	4.993	0.657
3604	7.20600	-0.861	2.228	0.761
3605	7.20800	4.014	0.631	1.759
3606	7.21000	7.275	-0.428	0.871
3607	7.21200	7.646	-1.103	-0.408
3608	7.21400	7.334	0.198	-1.074
3609	7.21600	5.896	1.353	-1.041
3610	7.21800	1.627	2.571	0.331
3611	7.22000	-2.195	4.005	1.272
3612	7.22200	-4.112	4.316	1.154
3613	7.22400	-4.377	4.455	0.379
3614	7.22600	-3.216	5.550	-0.365
3615	7.22800	-3.247	5.709	-0.456
3616	7.23000	-1.995	4.664	0.424
3617	7.23200	0.210	3.032	0.936
3618	7.23400	-0.084	0.522	0.786
3619	7.23600	3.575	-1.261	0.469
3620	7.23800	6.956	-1.768	0.177
3621	7.24000	5.766	-1.390	0.870
3622	7.24200	4.348	-1.098	1.383
3623	7.24400	2.736	-0.435	0.308
3624	7.24600	-0.750	1.585	-0.522
3625	7.24800	-3.625	3.628	-0.499
3626	7.25000	-3.375	5.339	-0.783
3627	7.25200	-4.701	6.641	-1.192
3628	7.25400	-5.631	7.175	-1.601
3629	7.25600	-2.896	5.119	-1.331
3630	7.25800	-0.866	2.164	-0.106
3631	7.26000	1.922	0.588	1.224
3632	7.26200	4.013	-1.767	2.464
3633	7.26400	3.230	-3.620	3.599
3634	7.26600	2.666	-2.392	3.404
3635	7.26800	0.998	-1.195	1.981
3636	7.27000	2.478	-0.275	0.677
3637	7.27200	4.177	3.284	0.722
3638	7.27400	4.246	5.379	1.445
3639	7.27600	2.735	5.697	0.349
3640	7.27800	-1.737	6.095	-1.717
3641	7.28000	-3.949	6.099	-2.574
3642	7.28200	-8.966	5.775	-2.420
3643	7.28400	-15.141	3.903	-0.106
3644	7.28600	-14.747	1.589	2.884
3645	7.28800	-9.529	0.945	2.028
3646	7.29000	-5.157	0.961	0.897
3647	7.29200	-1.460	0.321	2.226
3648	7.29400	3.124	0.188	2.252
3649	7.29600	6.216	0.265	1.504
3650	7.29800	5.977	0.329	1.354
3651	7.30000	5.699	0.855	0.487
3652	7.30200	4.808	1.543	-1.538
3653	7.30400	0.582	1.821	-1.617
3654	7.30600	-1.927	2.197	-0.379
3655	7.30800	-6.331	3.570	0.539
3656	7.31000	-10.554	4.048	0.850
3657	7.31200	-10.512	2.961	0.796
3658	7.31400	-9.498	1.993	1.595
3659	7.31600	-7.443	1.202	2.772
3660	7.31800	-6.837	-0.182	3.487
3661	7.32000	-3.790	-1.740	2.318
3662	7.32200	1.642	-2.365	-0.134
3663	7.32400	4.182	-2.110	-1.720
3664	7.32600	3.251	-1.258	-1.372
3665	7.32800	0.244	0.121	0.012
3666	7.33000	-3.273	1.115	1.049
3667	7.33200	-5.993	1.995	0.985
